PotID,Pot.ID.QR.Code,stripNo,BinNo,plotType,divLevel,trt,lines1,lines2,lines3,lines4,lines5,lines6,lines7,lines8,lines9,lines10,lines11,lines12,lines13,lines14,lines15,lines16,lines17,lines18,lines19,lines20,PlantNum_Initial,CanopyArea,SLA_Area,SLA_Wt,SLA,FH_Wt,FT.5.29.30.18,FT.6.4.18,FT.6.8.18,FT.6.12.18,FT.6.15.18,FT.6.19.18,FT.6.21.18,FT.6.26.18,FT.6.29.18,FT.7.6.18,FT.7.10.18,Damaged_pot,FT1001_mean,FT1001_q90,FT1001_q10,PC5dist_mean,Ngenotypes,meanKin,meanGenD,treeDiv,ecotypeid,potF2,MaxPlantNum,typePlot
463,463-D-mono-1-S,D,5,mono,1,S,CS77387,,,,,,,,,,,,,,,,,,,,19,0.72,NA,NA,NA,0.0447,1,75,75,50,75,75,75,0,1,1,1,,50.875,50.875,50.875,7.91471514,1,7.322603124,0,0,9590,22.29352941,19,NA
464,464-D-mono-1-S,D,5,mono,1,S,CS76769,,,,,,,,,,,,,,,,,,,,20,6.48,0.13,0.68,0.191,0.4337,0,0,0,0,0,,0,0,0,0,0,,69.16666667,69.16666667,69.16666667,4.109676849,1,7.322603124,0,0,9705,NA,20,NA
465,465-D-mono-1-C,D,5,mono,1,C,CS76998,,,,,,,,,,,,,,,,,,,,20,10.04,0.11,0.621,0.177,0.1594,0,0,50,0,0,,0,0,0,0,0,,75.75,75.75,75.75,6.971810948,1,7.322603124,0,0,9100,NA,20,NA
466,466-D-div-2-S,D,5,div,2,S,CS76958,CS77023,,,,,,,,,,,,,,,,,,,19,4.24,NA,NA,NA,0.4123,0,0,0,0,0,,0,0,0,0,0,,88.9375,94.3875,83.4875,6.015276227,2,6.740245143,0.575267308,6.062294127,NA,NA,19,NA
467,467-D-mono-1-S,D,5,mono,1,S,CS77197,,,,,,,,,,,,,,,,,,,,20,1.14,0.04,0.122,0.328,0.114,0,0,0,0,0,,0,0,0,0,0,,91.45833334,91.45833334,91.45833334,4.928925429,1,7.322603124,0,0,9888,NA,20,NA
468,468-D-mono-1-C,D,5,mono,1,C,CS76770,,,,,,,,,,,,,,,,,,,,15,4.57,0.14,0.366,0.383,0.1801,0,0,0,0,1,1,1,25,25,25,25,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,53.5125,16,NA
469,469-D-mono-1-C,D,5,mono,1,C,CS76953,,,,,,,,,,,,,,,,,,,,19,4.86,0.17,0.735,0.231,0.2224,0,0,0,0,0,,0,0,0,0,0,,106.4583334,106.4583334,106.4583334,7.733870673,1,7.322603124,0,0,9099,NA,22,NA
470,470-D-mono-1-S,D,5,mono,1,S,CS76650,,,,,,,,,,,,,,,,,,,,6,1.39,0.19,0.524,0.363,0.1327,0,0,0,0,0,,0,0,0,0,0,,53.75,53.75,53.75,7.110950191,1,7.322603124,0,0,9515,NA,6,NA
471,471-D-mono-1-C,D,5,mono,1,C,CS76695,,,,,,,,,,,,,,,,,,,,13,2.48,0.1,0.454,0.22,0.0699,0,0,0,0,0,,0,0,0,0,0,,59.66666667,59.66666667,59.66666667,10.31779842,1,7.322603124,0,0,9522,20.82,18,NA
472,472-D-div-2-S,D,5,div,2,S,CS76994,CS76739,,,,,,,,,,,,,,,,,,,18,5.17,NA,NA,NA,0.6273,0,0,0,0,0,,0,1,1,1,1,,68.4375,78.7875,58.0875,7.72104852,2,6.77782041,0.474083702,6.062294127,NA,31.36,18,NA
473,473-D-mono-1-S,D,5,mono,1,S,CS77023,,,,,,,,,,,,,,,,,,,,15,1.59,0.18,0.454,0.396,0.1075,0,0,0,0,0,,0,0,0,0,0,,95.75,95.75,95.75,7.734496823,1,7.322603124,0,0,9075,NA,16,NA
474,474-D-div-10-S,D,5,div,10,S,CS76739,CS76886,CS76650,CS76774,CS77057,CS76572,CS76692,CS76632,CS76473,CS76998,,,,,,,,,,,17,2.88,NA,NA,NA,0.0552,0,0,0,0,1,1,1,1,50,50,50,,68.7875,83.0375,53.6375,8.670754885,10,6.313805943,1.015440356,23.74528664,NA,7.84,17,NA
475,475-D-mono-1-S,D,5,mono,1,S,CS77023,,,,,,,,,,,,,,,,,,,,14,5.38,0.2,1.003,0.199,0.4834,0,0,0,0,0,,0,0,0,0,0,,95.75,95.75,95.75,7.734496823,1,7.322603124,0,0,9075,NA,19,NA
476,476-D-mono-1-C,D,5,mono,1,C,CS77229,,,,,,,,,,,,,,,,,,,,18,2.75,0.13,0.487,0.267,0.1017,0,0,0,0,0,,0,50,100,100,100,,67.25,67.25,67.25,6.373313532,1,7.322603124,0,0,9578,98.14083333,19,NA
477,477-D-mono-1-C,D,5,mono,1,C,CS76693,,,,,,,,,,,,,,,,,,,,18,2.3,0.08,0.314,0.255,NA,0,0,1,0,0,,0,0,0,0,0,,91.25,91.25,91.25,10.87719806,1,7.322603124,0,0,9621,NA,18,NA
478,478-D-mono-1-C,D,5,mono,1,C,CS77197,,,,,,,,,,,,,,,,,,,,20,1.83,0.18,0.677,0.266,0.0658,0,0,0,0,0,,0,0,0,0,0,,91.45833334,91.45833334,91.45833334,4.928925429,1,7.322603124,0,0,9888,NA,20,NA
479,479-D-mono-1-C,D,5,mono,1,C,CS76854,,,,,,,,,,,,,,,,,,,,18,3.96,0.11,0.291,0.378,0.066,0,0,0,0,0,1,1,75,75,75,75,,52.5,52.5,52.5,7.538771008,1,7.322603124,0,0,9847,68.13833333,20,NA
480,480-D-mono-1-S,D,5,mono,1,S,CS76770,,,,,,,,,,,,,,,,,,,,19,4.01,0.15,0.752,0.199,0.1958,0,0,0,0,0,1,1,1,50,50,50,,66.125,66.125,66.125,5.256160687,1,7.322603124,0,0,6907,82.14571429,19,NA
